,MSSubClass,MSZoning,Street,LotShape,LandContour,Utilities,LotConfig,Neighborhood,BldgType,HouseStyle,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtFinType1,Heating,HeatingQC,CentralAir,Electrical,KitchenAbvGr,KitchenQual,Functional,GarageType,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,SaleCondition,OverallQual,OverallCond,SalePrice,LotArea,BsmtFinSF1,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,YearsToSale
665,60,RL,Pave,IR1,Lvl,AllPub,Corner,Gilbert,1Fam,2Story,Gd,TA,PConc,Gd,TA,Unf,GasA,Ex,Y,SBrkr,1,Gd,Typ,Attchd,Y,188,124,0,0,0,0,Normal,8,5,230500,11194,0,1406,1454,482,0,1936,3,7,1,2,504,6
666,60,RL,Pave,IR1,Lvl,AllPub,Inside,NAmes,1Fam,2Story,TA,Gd,CBlock,Gd,TA,LwQ,GasA,TA,Y,SBrkr,1,TA,Sev,CarPort,Y,0,265,0,0,0,0,Abnorml,6,5,129000,18450,187,1021,1465,915,0,2380,3,7,1,2,596,28
667,20,RL,Pave,Reg,Lvl,AllPub,Inside,SawyerW,1Fam,1Story,TA,TA,PConc,Gd,TA,GLQ,GasA,Ex,Y,SBrkr,1,Gd,Typ,Attchd,Y,224,42,0,0,0,0,Normal,6,5,193500,8125,1138,1408,1679,0,0,1679,3,7,1,2,575,10
668,20,RL,Pave,Reg,Bnk,AllPub,Corner,Sawyer,1Fam,1Story,TA,TA,CBlock,TA,TA,Rec,GasA,Gd,Y,SBrkr,1,TA,Min2,Detchd,Y,304,0,0,0,0,0,Normal,5,6,168000,14175,988,1188,1437,0,0,1437,3,6,1,2,576,19
669,30,RL,Pave,Reg,Lvl,AllPub,Inside,Crawfor,1Fam,1Story,TA,TA,BrkTil,Fa,TA,Unf,GasA,Ex,Y,SBrkr,1,Fa,Typ,Detchd,Y,0,0,67,0,0,0,Normal,4,5,137500,11600,0,700,1180,0,0,1180,2,5,1,1,252,56
670,60,RL,Pave,Reg,Lvl,AllPub,FR2,CollgCr,1Fam,2Story,Gd,TA,PConc,Gd,TA,GLQ,GasA,Ex,Y,SBrkr,1,Gd,Typ,Attchd,Y,100,35,0,0,0,0,Normal,6,5,173500,8633,193,738,738,738,0,1476,3,7,0,2,540,4
671,70,RH,Pave,Reg,Lvl,AllPub,Inside,Edwards,1Fam,2Story,TA,Gd,BrkTil,TA,TA,BLQ,GasA,TA,N,SBrkr,1,TA,Typ,Detchd,Y,147,0,0,0,0,0,Normal,6,6,103600,6629,551,672,697,672,0,1369,3,6,0,1,300,59
672,20,RL,Pave,IR1,Lvl,AllPub,Inside,Veenker,1Fam,1Story,Gd,TA,CBlock,Gd,TA,ALQ,GasA,TA,Y,SBrkr,1,TA,Typ,Attchd,Y,198,42,0,0,0,0,Normal,6,6,165000,11250,767,1208,1208,0,0,1208,3,6,1,2,546,29
673,20,RL,Pave,Reg,Lvl,AllPub,Inside,Crawfor,1Fam,1Story,TA,TA,PConc,TA,TA,GLQ,GasA,Ex,Y,SBrkr,1,Gd,Typ,Attchd,Y,0,87,0,0,200,0,Normal,6,7,257500,14442,1186,1477,1839,0,0,1839,3,7,2,2,416,3
674,20,RL,Pave,Reg,Lvl,AllPub,Inside,NAmes,1Fam,1Story,TA,TA,CBlock,TA,TA,Rec,GasA,TA,Y,SBrkr,1,TA,Typ,Attchd,Y,426,0,0,0,0,0,Normal,6,6,140000,9200,892,1136,1136,0,0,1136,3,5,1,1,384,43
675,160,RL,Pave,Reg,Lvl,AllPub,Inside,NPkVill,Twnhs,2Story,TA,TA,CBlock,TA,TA,ALQ,GasA,TA,Y,SBrkr,1,TA,Typ,Attchd,Y,28,0,0,0,0,0,Normal,6,6,148500,2289,311,855,855,586,0,1441,3,7,1,2,440,31
676,70,RM,Pave,Reg,Lvl,AllPub,Inside,OldTown,1Fam,2Story,TA,TA,BrkTil,TA,Fa,Unf,GasW,Fa,N,SBrkr,2,TA,Min2,2Types,N,0,0,90,0,0,0,Normal,4,2,87000,9600,0,1095,1095,679,0,1774,4,8,0,3,779,56
677,30,RL,Pave,Reg,Lvl,AllPub,Inside,OldTown,1Fam,1Story,Gd,TA,BrkTil,TA,TA,Unf,GasA,Ex,Y,SBrkr,1,Gd,Typ,Detchd,N,316,0,120,0,0,0,Normal,5,8,109500,9022,0,768,792,0,0,792,2,5,0,1,240,3
678,20,RL,Pave,IR1,Lvl,AllPub,Inside,StoneBr,1Fam,1Story,Gd,TA,PConc,Ex,TA,Unf,GasA,Ex,Y,SBrkr,1,Gd,Typ,Attchd,Y,322,82,0,0,0,0,Partial,8,5,372500,11844,0,2046,2046,0,0,2046,3,7,1,3,834,1
679,20,RL,Pave,IR1,Lvl,AllPub,Inside,Sawyer,1Fam,1Story,TA,TA,CBlock,TA,TA,Rec,GasA,TA,Y,SBrkr,1,TA,Typ,Detchd,Y,0,0,0,0,0,0,Normal,5,5,128500,9945,827,988,988,0,0,988,3,5,0,2,572,46
680,120,RL,Pave,Reg,Lvl,AllPub,Inside,SawyerW,TwnhsE,1Story,TA,TA,CBlock,Gd,TA,BLQ,GasA,TA,Y,SBrkr,1,TA,Typ,Attchd,Y,80,0,0,0,0,0,Normal,6,5,143000,8012,543,923,923,0,0,923,2,5,1,1,264,30
681,50,RH,Pave,IR2,Bnk,AllPub,Inside,SWISU,1Fam,1.5Fin,TA,TA,BrkTil,TA,TA,Rec,GasA,Ex,Y,SBrkr,1,TA,Typ,Detchd,Y,0,0,56,0,0,0,Abnorml,5,5,159434,4500,182,793,848,672,0,1520,3,6,0,1,281,9
682,120,RL,Pave,Reg,HLS,AllPub,Inside,ClearCr,1Fam,1Story,TA,TA,PConc,Gd,TA,GLQ,GasA,Ex,Y,SBrkr,1,Gd,Typ,Attchd,Y,307,0,0,0,0,0,Normal,6,5,173000,2887,1003,1291,1291,0,0,1291,2,6,1,2,431,11
683,20,RL,Pave,IR1,Lvl,AllPub,Corner,CollgCr,1Fam,1Story,Gd,TA,PConc,Gd,TA,GLQ,GasA,Ex,Y,SBrkr,1,Gd,Typ,Attchd,Y,257,45,0,0,0,0,Normal,9,5,285000,11248,1059,1626,1668,0,0,1668,3,7,1,3,702,5
684,60,RL,Pave,IR2,Lvl,AllPub,CulDSac,NoRidge,1Fam,2Story,Gd,TA,PConc,Gd,TA,Unf,GasA,Gd,Y,SBrkr,1,TA,Typ,Attchd,Y,0,81,0,0,0,0,Normal,7,5,221000,16770,0,1195,1195,644,0,1839,4,7,0,2,486,12
685,160,RL,Pave,IR1,Lvl,AllPub,CulDSac,StoneBr,TwnhsE,2Story,Gd,TA,CBlock,Gd,TA,GLQ,GasA,Gd,Y,SBrkr,1,Gd,Min1,Attchd,Y,219,0,0,0,0,0,Normal,7,5,207500,5062,828,1190,1190,900,0,2090,3,6,1,2,577,23
686,60,FV,Pave,Reg,Lvl,AllPub,Inside,Somerst,1Fam,2Story,Gd,TA,PConc,Gd,TA,Unf,GasA,Ex,Y,SBrkr,1,Gd,Typ,Attchd,Y,144,105,0,0,0,0,Partial,7,6,227875,10207,0,874,874,887,0,1761,3,7,0,2,578,0
687,160,FV,Pave,IR2,Lvl,AllPub,FR2,Somerst,TwnhsE,2Story,Gd,TA,PConc,Gd,TA,GLQ,GasA,Ex,Y,SBrkr,1,Gd,Typ,Detchd,Y,0,60,0,0,0,0,Normal,7,5,148800,5105,239,551,551,551,0,1102,2,4,0,2,480,3
688,20,RL,Pave,Reg,HLS,AllPub,Inside,StoneBr,1Fam,1Story,Gd,TA,PConc,Gd,TA,GLQ,GasA,Ex,Y,SBrkr,1,Gd,Typ,Attchd,Y,140,0,0,0,0,0,Partial,8,6,392000,8089,945,1419,1419,0,0,1419,2,7,1,2,567,0
689,120,RL,Pave,IR1,Lvl,AllPub,Corner,NridgHt,TwnhsE,1Story,Gd,TA,PConc,Gd,TA,ALQ,GasA,Ex,Y,SBrkr,1,Gd,Typ,Attchd,Y,192,28,0,0,0,0,Normal,6,5,194700,7577,20,1362,1362,0,0,1362,2,6,1,2,460,1
690,120,RM,Pave,Reg,Lvl,AllPub,Inside,CollgCr,TwnhsE,1Story,Gd,TA,PConc,Gd,TA,GLQ,GasA,Ex,Y,SBrkr,1,Gd,Typ,Attchd,Y,149,0,0,0,0,0,Normal,6,5,141000,4426,697,848,848,0,0,848,1,3,1,2,420,4
691,60,RL,Pave,IR1,Lvl,AllPub,Corner,NoRidge,1Fam,2Story,Ex,TA,PConc,Ex,TA,GLQ,GasA,Ex,Y,SBrkr,1,Ex,Typ,Attchd,Y,382,50,0,0,0,0,Normal,10,6,755000,21535,1455,2444,2444,1872,0,4316,4,10,2,3,832,12
692,60,RL,Pave,IR1,Lvl,AllPub,Inside,Timber,1Fam,2Story,Gd,TA,PConc,Gd,TA,GLQ,GasA,Ex,Y,SBrkr,1,Gd,Typ,Attchd,Y,320,27,0,0,0,0,Normal,7,5,335000,26178,965,1210,1238,1281,0,2519,4,9,2,2,628,16
693,30,RL,Pave,Reg,Lvl,AllPub,Corner,OldTown,1Fam,1Story,TA,TA,BrkTil,TA,TA,Unf,GasA,Ex,Y,SBrkr,1,TA,Typ,Detchd,Y,0,0,112,0,0,0,Abnorml,5,6,108480,5400,0,1073,1073,0,0,1073,2,4,0,1,326,38
694,50,RM,Pave,Reg,Lvl,AllPub,Corner,BrkSide,1Fam,1.5Fin,TA,Fa,BrkTil,TA,TA,Unf,GasA,TA,Y,SBrkr,1,TA,Typ,Detchd,Y,112,0,0,0,0,0,Normal,5,6,141500,6120,0,927,1067,472,0,1539,3,5,0,2,576,59
695,20,RL,Pave,IR1,Lvl,AllPub,Inside,Timber,1Fam,1Story,TA,TA,CBlock,Gd,Gd,GLQ,GasA,Gd,Y,SBrkr,1,Gd,Typ,Attchd,Y,125,0,0,0,0,0,Normal,6,6,176000,13811,980,1112,1137,0,0,1137,2,5,1,2,551,19
696,30,RM,Pave,Reg,Lvl,AllPub,Inside,BrkSide,1Fam,1Story,TA,TA,CBlock,TA,TA,LwQ,GasA,Gd,Y,SBrkr,1,TA,Typ,Detchd,Y,0,0,129,0,0,0,Normal,5,7,89000,6000,616,616,616,0,0,616,2,4,0,1,205,56
697,20,RL,Pave,IR1,Lvl,AllPub,Inside,Edwards,1Fam,1Story,TA,TA,PConc,Ex,Gd,LwQ,GasA,Fa,Y,FuseA,1,TA,Typ,Detchd,Y,0,0,0,0,0,0,Normal,5,7,123500,6420,210,980,1148,0,0,1148,2,6,0,1,308,54
698,20,RL,Pave,Reg,Lvl,AllPub,Inside,Sawyer,1Fam,1Story,TA,Gd,CBlock,TA,TA,GLQ,GasA,Ex,Y,SBrkr,1,TA,Typ,Detchd,Y,416,144,0,0,0,0,Normal,5,8,138500,8450,553,894,894,0,0,894,3,5,1,1,336,1
699,120,FV,Pave,IR2,Lvl,AllPub,Inside,Somerst,TwnhsE,1Story,Gd,TA,PConc,Gd,TA,GLQ,GasA,Ex,Y,SBrkr,1,Gd,Typ,Attchd,Y,156,158,0,0,0,0,Normal,7,5,196000,4282,16,1391,1391,0,0,1391,2,5,0,2,530,4
700,20,RL,Pave,Reg,Lvl,AllPub,Inside,Timber,1Fam,1Story,Gd,TA,PConc,Ex,TA,GLQ,GasA,Ex,Y,SBrkr,1,Gd,Typ,Attchd,Y,270,78,0,0,0,0,Normal,8,5,312500,14331,1274,1800,1800,0,0,1800,3,7,1,3,765,4
701,20,RL,Pave,Reg,Lvl,AllPub,Inside,NWAmes,1Fam,1Story,TA,TA,CBlock,TA,TA,Unf,GasA,TA,Y,SBrkr,1,TA,Typ,Attchd,Y,0,0,0,0,0,0,Normal,7,5,140000,9600,0,1164,1164,0,0,1164,3,6,0,2,528,37
702,60,RL,Pave,IR1,Lvl,AllPub,Inside,StoneBr,1Fam,2Story,Ex,TA,PConc,Ex,Gd,Unf,GasA,Ex,Y,SBrkr,1,Ex,Typ,BuiltIn,Y,324,100,0,0,0,0,Partial,8,5,361919,12438,0,1234,1264,1312,0,2576,4,10,1,3,666,0
703,190,RM,Pave,Reg,Lvl,AllPub,Inside,OldTown,2fmCon,2Story,TA,Gd,BrkTil,Gd,TA,Unf,GasA,Gd,Y,SBrkr,2,Gd,Typ,Detchd,N,344,0,40,0,0,0,Normal,5,9,140000,7630,0,360,1032,780,0,1812,4,8,1,2,672,14
704,20,RL,Pave,Reg,Lvl,AllPub,Inside,CollgCr,1Fam,1Story,Gd,TA,PConc,Gd,TA,GLQ,GasA,Ex,Y,SBrkr,1,Gd,Typ,Attchd,Y,0,35,0,144,0,0,Normal,7,5,213000,8400,712,1473,1484,0,0,1484,3,7,0,2,606,5
705,190,RM,Pave,Reg,Lvl,AllPub,Inside,IDOTRR,2fmCon,2Story,Fa,Fa,Slab,None,None,None,GasA,Fa,N,SBrkr,2,Fa,Mod,None,N,0,0,0,0,0,0,Normal,4,5,55000,5600,0,0,372,720,0,1092,3,7,0,0,0,60
706,20,RL,Pave,IR2,Low,AllPub,CulDSac,ClearCr,1Fam,1Story,TA,TA,CBlock,Gd,TA,GLQ,GasA,TA,Y,SBrkr,1,Gd,Typ,Attchd,Y,380,48,0,0,0,0,Normal,7,5,302000,115149,1219,1643,1824,0,0,1824,2,5,2,2,739,5
707,120,RL,Pave,Reg,Lvl,AllPub,Inside,NridgHt,TwnhsE,1Story,Gd,TA,PConc,Gd,TA,GLQ,GasA,Ex,Y,SBrkr,1,Gd,Typ,Attchd,Y,192,38,0,0,0,0,Normal,8,5,254000,6240,863,1324,1324,0,0,1324,2,6,1,2,550,3
708,60,RL,Pave,IR1,Lvl,AllPub,Inside,Gilbert,1Fam,2Story,Gd,TA,PConc,Gd,TA,Unf,GasA,Ex,Y,SBrkr,1,Gd,Typ,Attchd,Y,100,24,0,0,0,0,Partial,7,5,179540,9018,0,728,728,728,0,1456,3,8,1,2,400,0
709,20,RL,Pave,IR1,Lvl,AllPub,Inside,Sawyer,1Fam,1Story,TA,TA,PConc,TA,TA,Unf,GasA,TA,Y,SBrkr,1,TA,Typ,Attchd,Y,0,0,0,0,0,0,Abnorml,5,7,109900,7162,0,876,904,0,0,904,3,6,0,1,408,42
710,30,RL,Pave,IR1,Lvl,AllPub,Inside,BrkSide,1Fam,1Story,Gd,TA,CBlock,TA,TA,Unf,GasA,Gd,Y,SBrkr,1,TA,Maj2,None,N,0,0,0,0,0,0,Normal,3,6,52000,4130,0,270,729,0,0,729,2,5,0,0,0,5
711,50,C (all),Pave,Reg,HLS,AllPub,Inside,IDOTRR,1Fam,1.5Fin,TA,TA,Stone,TA,TA,Unf,GasA,Gd,Y,SBrkr,1,TA,Typ,Detchd,N,68,0,98,0,0,0,Abnorml,4,7,102776,8712,0,859,859,319,0,1178,2,7,0,1,384,60
712,120,RL,Pave,IR1,HLS,AllPub,Inside,StoneBr,TwnhsE,1Story,Gd,TA,PConc,Gd,TA,GLQ,GasA,Gd,Y,SBrkr,1,Gd,Typ,Attchd,Y,168,120,0,0,0,0,Normal,8,5,189000,4671,767,1228,1228,0,0,1228,2,5,1,2,472,19
713,190,RL,Pave,Reg,Lvl,AllPub,Inside,BrkSide,2fmCon,1Story,TA,TA,CBlock,TA,TA,ALQ,GasW,TA,N,SBrkr,1,TA,Typ,Detchd,Y,0,288,0,0,0,0,Normal,4,5,129000,9873,789,960,960,0,0,960,3,6,0,2,576,36
714,60,RL,Pave,IR1,Lvl,AllPub,CulDSac,Sawyer,1Fam,2Story,Gd,TA,CBlock,TA,TA,GLQ,GasA,Ex,Y,SBrkr,1,Gd,Typ,Attchd,Y,0,44,0,0,0,0,Normal,6,8,130500,13517,533,725,725,754,0,1479,3,6,0,2,475,5
715,20,RL,Pave,Reg,Lvl,AllPub,Inside,NWAmes,1Fam,1Story,TA,TA,CBlock,Gd,TA,Unf,GasA,TA,Y,SBrkr,1,TA,Typ,Attchd,Y,0,0,0,0,0,0,Normal,6,5,165000,10140,0,1064,1350,0,0,1350,3,7,1,2,478,35
716,70,RM,Pave,Reg,Bnk,AllPub,Inside,OldTown,1Fam,2Story,TA,Gd,BrkTil,TA,TA,Unf,GasA,Ex,Y,SBrkr,1,TA,Typ,Detchd,P,0,48,143,0,0,0,Normal,7,8,159500,10800,0,718,1576,978,0,2554,3,8,0,2,704,9
717,20,RL,Pave,Reg,Lvl,AllPub,Inside,NWAmes,1Fam,1Story,TA,TA,CBlock,Gd,TA,BLQ,GasA,Gd,Y,SBrkr,1,Gd,Typ,Attchd,Y,224,0,0,0,0,0,Normal,5,6,157000,10000,1084,1176,1178,0,0,1178,3,5,1,2,439,8
718,60,RL,Pave,Reg,Lvl,AllPub,Inside,NoRidge,1Fam,2Story,Gd,TA,PConc,Gd,TA,GLQ,GasA,Ex,Y,SBrkr,1,Gd,Typ,Attchd,Y,250,154,216,0,0,0,Normal,7,5,341000,10542,1173,1311,1325,1093,0,2418,3,9,1,3,983,14
719,20,RL,Pave,IR1,Lvl,AllPub,Inside,CollgCr,1Fam,1Story,TA,TA,CBlock,Gd,TA,ALQ,GasA,TA,Y,SBrkr,1,TA,Typ,Attchd,Y,0,0,0,0,0,0,Normal,5,6,128500,9920,523,971,971,0,0,971,3,5,1,1,300,37
720,120,RL,Pave,IR1,Low,AllPub,CulDSac,StoneBr,1Fam,1Story,Gd,TA,PConc,Gd,TA,GLQ,GasA,TA,Y,SBrkr,1,Gd,Typ,Attchd,Y,114,28,234,0,0,0,Normal,8,5,275000,6563,1148,1742,1742,0,0,1742,2,5,1,2,564,21
721,120,RM,Pave,Reg,Lvl,AllPub,Inside,CollgCr,TwnhsE,1Story,Gd,TA,PConc,Gd,TA,GLQ,GasA,Ex,Y,SBrkr,1,Gd,Typ,Attchd,Y,160,0,0,0,0,0,Normal,6,5,143000,4426,662,848,848,0,0,848,1,3,0,2,420,6
722,20,RL,Pave,Reg,Lvl,AllPub,Inside,NAmes,1Fam,1Story,TA,Gd,CBlock,TA,TA,ALQ,GasA,Ex,Y,SBrkr,1,TA,Typ,Detchd,Y,0,0,0,0,0,0,Normal,4,7,124500,8120,191,864,864,0,0,864,3,5,0,2,463,39
723,50,RL,Pave,Reg,Lvl,AllPub,Inside,Edwards,1Fam,1.5Fin,TA,TA,PConc,TA,TA,Unf,GasA,Ex,Y,SBrkr,1,TA,Typ,Detchd,Y,0,0,0,0,156,0,Normal,4,6,135000,8172,0,941,997,473,0,1470,4,7,0,1,548,36
724,20,RL,Pave,IR1,Lvl,AllPub,Inside,Edwards,1Fam,1Story,Ex,TA,PConc,Ex,TA,GLQ,GasA,Ex,Y,SBrkr,1,Ex,Typ,Attchd,Y,327,64,0,0,0,0,Normal,9,5,320000,13286,1234,1698,1698,0,0,1698,3,8,1,3,768,1
725,20,RL,Pave,Reg,Lvl,AllPub,Inside,NAmes,1Fam,1Story,TA,TA,CBlock,TA,TA,ALQ,GasA,TA,Y,SBrkr,1,Gd,Typ,Detchd,Y,96,0,0,0,0,0,Normal,4,6,120500,6960,375,864,864,0,0,864,3,5,0,2,660,39
726,20,RL,Pave,IR1,Lvl,AllPub,Corner,Crawfor,1Fam,1Story,Gd,Gd,CBlock,Gd,TA,GLQ,GasA,Ex,Y,SBrkr,1,Gd,Typ,Attchd,Y,292,44,0,182,0,0,Normal,6,9,222000,21695,808,880,1680,0,0,1680,3,5,1,2,540,2
727,20,RL,Pave,Reg,Lvl,AllPub,Inside,CollgCr,1Fam,1Story,Gd,TA,PConc,Gd,TA,GLQ,GasA,Ex,Y,SBrkr,1,Gd,Typ,Attchd,Y,132,0,0,0,0,0,Normal,7,5,194500,7314,724,1232,1232,0,0,1232,2,6,0,2,632,2
728,90,RL,Pave,Reg,Lvl,AllPub,Corner,NAmes,Duplex,1Story,TA,TA,CBlock,TA,TA,Unf,GasA,TA,Y,SBrkr,2,TA,Typ,Detchd,Y,0,25,0,0,0,0,Abnorml,5,5,110000,11475,0,1584,1776,0,0,1776,4,9,0,3,888,51
729,30,RM,Pave,Reg,Lvl,AllPub,Inside,IDOTRR,1Fam,1.5Fin,TA,TA,CBlock,TA,TA,BLQ,GasA,TA,Y,FuseA,1,TA,Typ,Detchd,Y,0,23,112,0,0,0,Normal,4,5,103000,6240,152,780,848,0,360,1208,2,5,0,2,539,59
730,120,RL,Pave,IR1,Lvl,AllPub,Inside,StoneBr,TwnhsE,1Story,Gd,TA,PConc,Gd,TA,GLQ,GasA,Ex,Y,SBrkr,1,Gd,Typ,Attchd,Y,237,152,0,0,0,0,Normal,8,5,236500,5389,1180,1595,1616,0,0,1616,2,5,1,2,608,14
731,80,RL,Pave,IR1,Lvl,AllPub,Corner,Timber,1Fam,SLvl,Gd,TA,PConc,Ex,TA,GLQ,GasA,Ex,Y,SBrkr,1,Gd,Typ,Attchd,Y,160,22,0,0,0,0,Normal,7,5,187500,9590,786,868,1146,0,0,1146,3,6,1,2,438,4
732,60,RL,Pave,IR1,Lvl,AllPub,Inside,CollgCr,1Fam,2Story,Gd,TA,PConc,Gd,TA,ALQ,GasA,Ex,Y,SBrkr,1,Gd,Typ,Attchd,Y,192,84,0,0,0,0,Normal,7,5,222500,11404,252,1153,1153,878,0,2031,3,8,1,2,541,9
733,20,RL,Pave,Reg,Lvl,AllPub,Corner,Sawyer,1Fam,1Story,TA,TA,CBlock,TA,TA,BLQ,GasA,Ex,Y,SBrkr,1,TA,Typ,Attchd,Y,165,0,0,0,0,0,Normal,5,6,131400,10000,594,864,1144,0,0,1144,3,6,1,1,264,26
734,20,RL,Pave,IR1,Lvl,AllPub,Corner,Sawyer,1Fam,1Story,TA,TA,PConc,TA,TA,Unf,GasA,TA,Y,SBrkr,1,TA,Typ,Attchd,Y,147,0,0,0,0,0,Family,5,5,108000,8978,0,948,948,0,0,948,3,6,0,1,300,39
735,75,RM,Pave,Reg,Lvl,AllPub,Inside,OldTown,1Fam,2.5Unf,TA,TA,BrkTil,Gd,TA,Rec,GasW,Fa,N,SBrkr,1,TA,Typ,Detchd,N,0,341,0,0,0,0,Normal,7,7,163000,10800,390,880,880,888,0,1768,2,6,2,2,320,36
736,90,RL,Pave,Reg,Lvl,AllPub,Inside,NAmes,Duplex,1Story,TA,TA,CBlock,None,None,None,GasA,Gd,N,FuseF,2,TA,Typ,Detchd,Y,0,0,0,0,0,0,Normal,3,4,93500,8544,0,0,1040,0,0,1040,2,6,0,2,400,56
737,60,RL,Pave,IR1,HLS,AllPub,CulDSac,Gilbert,1Fam,2Story,Gd,TA,PConc,Gd,TA,Unf,GasA,Ex,Y,SBrkr,1,Gd,Typ,Attchd,Y,0,116,0,0,0,0,Normal,8,5,239900,10463,0,893,901,900,0,1801,3,8,1,3,800,1
738,90,RL,Pave,Reg,Lvl,AllPub,Inside,Edwards,Duplex,1Story,TA,TA,CBlock,Gd,Gd,GLQ,GasA,TA,Y,SBrkr,1,TA,Typ,None,Y,120,0,0,0,0,0,Alloca,5,5,179000,10800,1200,1200,1200,0,0,1200,3,5,0,0,0,21
739,60,RL,Pave,IR1,Lvl,AllPub,Inside,CollgCr,1Fam,2Story,Gd,TA,PConc,Gd,TA,Unf,GasA,Ex,Y,SBrkr,1,Gd,Typ,Attchd,Y,187,56,0,0,0,0,Normal,7,5,190000,9313,0,864,864,864,0,1728,3,7,0,2,572,5
740,70,RM,Pave,Reg,Lvl,AllPub,Inside,OldTown,1Fam,2Story,TA,Gd,BrkTil,Fa,Fa,Unf,GasA,Ex,Y,SBrkr,1,TA,Typ,Detchd,Y,270,0,112,0,0,0,Abnorml,5,7,132000,9600,0,264,768,664,0,1432,2,7,0,2,360,5
741,20,RL,Pave,IR1,Lvl,AllPub,Inside,Sawyer,1Fam,1Story,TA,Gd,CBlock,TA,TA,GLQ,GasA,Gd,Y,SBrkr,1,Gd,Typ,Detchd,Y,168,0,0,0,0,0,Normal,6,8,142000,6768,832,912,912,0,0,912,3,5,0,1,288,12
742,20,RL,Pave,Reg,Lvl,AllPub,Inside,SawyerW,1Fam,1Story,TA,TA,PConc,Gd,TA,Unf,GasA,Ex,Y,SBrkr,1,TA,Typ,Attchd,Y,120,55,0,0,0,0,Normal,7,5,179000,8450,0,1349,1349,0,0,1349,3,6,0,2,539,6
743,80,RL,Pave,IR1,Lvl,AllPub,Inside,Sawyer,1Fam,SLvl,TA,TA,CBlock,Gd,TA,ALQ,GasA,Ex,Y,SBrkr,1,TA,Min2,Attchd,Y,302,0,0,0,100,0,Normal,5,6,175000,12886,444,520,1464,0,0,1464,3,6,1,2,480,10
744,120,RL,Pave,IR1,HLS,AllPub,Inside,StoneBr,TwnhsE,1Story,Gd,TA,PConc,Gd,TA,GLQ,GasA,Gd,Y,SBrkr,1,Gd,Typ,Attchd,Y,96,0,70,168,0,0,Normal,8,5,180000,5395,733,1337,1337,0,0,1337,2,5,1,2,462,15
745,60,RL,Pave,IR1,Lvl,AllPub,Inside,NWAmes,1Fam,2Story,Ex,Gd,CBlock,TA,Gd,GLQ,GasA,Ex,Y,SBrkr,1,Gd,Typ,BuiltIn,Y,0,204,0,0,0,0,Normal,8,9,299800,8963,575,1142,1175,1540,0,2715,4,11,2,2,831,12
746,60,RL,Pave,IR1,Lvl,AllPub,Inside,Gilbert,1Fam,2Story,Gd,TA,PConc,Gd,TA,GLQ,GasA,Ex,Y,SBrkr,1,Gd,Typ,BuiltIn,Y,224,54,0,0,0,0,Normal,7,5,236000,8795,300,952,980,1276,0,2256,4,8,1,2,554,9
747,70,RM,Pave,IR1,Lvl,AllPub,Corner,OldTown,1Fam,2Story,Gd,TA,Stone,TA,Fa,Unf,GasW,TA,N,SBrkr,1,Gd,Typ,Detchd,N,181,0,386,0,0,0,Normal,7,7,265979,11700,0,1240,1320,1320,0,2640,4,8,1,4,864,6
748,20,RL,Pave,IR1,Lvl,AllPub,Inside,NoRidge,1Fam,1Story,Gd,TA,PConc,Gd,TA,GLQ,GasA,Ex,Y,SBrkr,1,Gd,Typ,Attchd,Y,240,56,154,0,0,0,Normal,7,5,260400,10593,919,1720,1720,0,0,1720,3,7,1,2,527,14
749,50,RL,Pave,Reg,Lvl,AllPub,Inside,Edwards,1Fam,1.5Fin,TA,TA,Slab,None,None,None,Wall,TA,N,FuseF,1,TA,Mod,Detchd,N,92,0,185,0,0,0,Normal,4,3,98000,8405,0,0,1088,441,0,1529,4,9,0,1,240,59
750,50,RM,Pave,Reg,Lvl,AllPub,Corner,OldTown,1Fam,1.5Fin,TA,TA,BrkTil,TA,Fa,Unf,GasA,Gd,Y,SBrkr,1,TA,Min2,None,N,0,160,0,0,0,0,Normal,4,7,96500,8800,0,576,792,348,0,1140,3,7,0,0,0,6
751,60,RL,Pave,Reg,Lvl,AllPub,Inside,Gilbert,1Fam,2Story,Gd,TA,PConc,Gd,TA,Unf,GasA,Ex,Y,SBrkr,1,Gd,Typ,Attchd,Y,0,48,0,0,0,0,Normal,7,5,162000,7750,0,660,660,660,0,1320,3,6,0,2,400,4
752,20,RL,Pave,IR1,Lvl,AllPub,Inside,CollgCr,1Fam,1Story,TA,Gd,PConc,Gd,TA,GLQ,GasA,Ex,Y,SBrkr,1,Gd,Typ,Attchd,Y,168,27,0,0,0,0,Normal,6,5,217000,9236,1200,1479,1494,0,0,1494,3,6,0,2,576,9
753,60,RL,Pave,Reg,Lvl,AllPub,Inside,NridgHt,1Fam,2Story,Gd,TA,PConc,Gd,TA,Unf,GasA,Gd,Y,SBrkr,1,Ex,Typ,Attchd,Y,192,52,0,0,0,0,Normal,8,5,275500,10240,0,1030,1038,1060,0,2098,3,8,1,3,878,1
